Player,Player ID,Team,Positions,Injury,Game,Roster Status,GP*,Bye,Fantasy Fan Pts,Rankings Pre-Season,Rankings Actual,Trends % Ros,Passing Yds,Passing TD,Passing Int,Rushing Att*,Rushing Yds,Rushing TD,Receiving Tgt*,Receiving Rec,Receiving Yds,Receiving TD,Ret TD,Misc 2PT,Fum Lost
Trey McBride,34010,Ari,TE,,Sun 4:05 pm @ SF,Maybe Mitchell,1,14,12.79,40,59,100%,-,-,-,0.0,0.2,0.0,9.6,6.7,65.2,0.5,-,0.0,0.0
Brock Bowers,40878,LV,TE,Q,Sun 4:25 pm @ NO,Owl Out Blitz,1,13,11.24,47,78,100%,-,-,-,0.1,0.4,0.0,8.0,5.9,58.2,0.4,-,0.0,0.0
Dalton Kincaid,40048,Buf,TE,,Sun 1:00 pm vs LAC,Jason's Jazzy Team,1,7,9.94,53,87,96%,-,-,-,-,-,-,6.5,4.2,58.0,0.3,-,0.0,0.0
George Kittle,30259,SF,TE,,Sun 4:05 pm vs Ari,Owl Out Blitz,1,8,9.70,88,91,96%,-,-,-,0.0,0.0,-,5.4,4.3,53.3,0.4,-,0.0,0.0
Tucker Kraft,40102,GB,TE,,Thu 8:15 pm vs Atl,Max’s TD Bombers,1,11,9.49,102,95,98%,-,-,-,0.1,0.3,0.0,5.8,3.9,53.3,0.4,-,0.0,0.0
Sam LaPorta,40064,Det,TE,,Sun 1:00 pm vs NYJ,Maybe Mitchell,1,6,9.41,94,97,99%,-,-,-,0.0,0.1,0.0,6.0,4.6,49.9,0.4,-,0.0,0.0
Travis Kelce,26686,KC,TE,,Sun 1:00 pm @ Mia,Sunday Kevin,1,5,9.38,98,98,95%,-,-,-,0.0,0.0,-,5.9,4.6,51.3,0.3,-,0.0,0.0
Tyler Warren,41799,Ind,TE,,Sun 1:00 pm vs Hou,Sunday Kevin,1,13,9.24,85,102,99%,-,-,-,0.4,1.3,0.0,7.0,4.8,47.3,0.3,-,0.0,0.0
Mark Andrews,31056,Bal,TE,,Sun 4:25 pm @ Dal,Dave’s Bone Crushers,1,13,9.17,139,104,88%,-,-,-,0.3,1.3,0.0,5.6,4.3,44.2,0.4,-,0.0,0.0
Hunter Henry,29269,NE,TE,,Sun 1:00 pm @ Jax,Monday Night Madison,1,11,8.62,157,116,56%,-,-,-,-,-,-,5.6,4.1,47.6,0.3,-,0.0,0.0
Dalton Schultz,31107,Hou,TE,,Sun 1:00 pm @ Ind,Jason's Jazzy Team,1,8,8.60,144,118,65%,-,-,-,-,-,-,7.2,4.6,47.7,0.3,-,0.0,0.0
Harold Fannin Jr.,41877,Cle,TE,,Sun 1:00 pm vs Car,Locked In Michelle,1,11,8.42,117,127,93%,-,-,-,0.3,1.0,0.0,5.6,4.3,44.0,0.3,-,0.0,0.0
Isaiah Likely,34095,NYG,TE,,Sun 1:00 pm vs Ten,Max’s TD Bombers,1,8,8.16,112,136,94%,-,-,-,-,-,-,5.7,4.3,44.8,0.3,-,0.0,0.0
Colston Loveland,41795,Chi,TE,,Mon 8:15 pm vs Phi,Steel City,1,10,8.07,116,137,98%,-,-,-,0.0,0.1,0.0,5.6,3.8,42.7,0.3,-,0.0,0.0
Juwan Johnson,33113,NO,TE,,Sun 4:25 pm vs LV,Steel City,1,8,8.01,131,140,75%,-,-,-,-,-,-,5.4,3.9,46.3,0.2,-,0.0,0.0
Jake Ferguson,34085,Dal,TE,,Sun 4:25 pm vs Bal,JGrahnasaurs,1,14,7.57,133,159,76%,-,-,-,0.0,0.1,0.0,5.3,4.2,35.5,0.3,-,0.0,0.0
Kyle Pitts Sr.,33392,Atl,TE,,Thu 8:15 pm @ GB,Dave’s Bone Crushers,1,11,7.26,126,172,91%,-,-,-,-,-,-,5.2,3.8,39.2,0.2,-,0.0,0.0
Brenton Strange,40078,Jax,TE,,Sun 1:00 pm vs NE,FA,1,7,6.81,142,190,30%,-,-,-,-,-,-,4.9,3.5,36.1,0.2,-,0.0,0.0
Pat Freiermuth,33443,Pit,TE,,Sun 1:00 pm vs Cin,FA,1,9,6.72,168,195,15%,-,-,-,0.1,0.3,0.0,4.7,3.3,36.4,0.2,-,0.0,0.0
Oronde Gadsden,41951,LAC,TE,,Sun 1:00 pm @ Buf,FA,1,7,6.69,158,197,13%,-,-,-,-,-,-,5.0,3.1,38.2,0.2,-,0.0,0.0
T.J. Hockenson,31840,Min,TE,,Sun 4:05 pm @ TB,FA,1,6,6.18,161,206,29%,-,-,-,-,-,-,4.7,3.4,31.6,0.2,-,0.0,0.0
Kenyon Sadiq,42638,NYJ,TE,,Sun 1:00 pm @ Det,FA,1,13,6.15,169,209,17%,-,-,-,0.0,0.2,0.0,4.5,3.3,33.0,0.2,-,0.0,0.0
Greg Dulcich,34036,Mia,TE,,Sun 1:00 pm vs KC,FA,1,6,6.02,175,214,8%,-,-,-,-,-,-,3.7,3.1,33.5,0.2,-,0.0,0.0
AJ Barner,41001,Sea,TE,,Sun 1:00 pm @ Was,FA,1,11,5.87,166,217,13%,-,-,-,0.5,1.9,0.0,3.5,2.6,27.6,0.2,-,0.0,0.0
Darren Waller,28592,Car,TE,,Sun 1:00 pm @ Cle,FA,1,5,5.63,156,227,7%,-,-,-,-,-,-,3.7,2.6,28.2,0.3,-,0.0,0.0
Cade Otton,34062,TB,TE,,Sun 4:05 pm vs Min,FA,1,10,5.54,194,232,3%,-,-,-,-,-,-,4.6,3.1,29.9,0.2,-,0.0,0.0
Gunnar Helm,41905,Ten,TE,,Sun 1:00 pm @ NYG,FA,1,9,5.30,198,235,2%,-,-,-,-,-,-,4.4,3.0,25.7,0.2,-,0.0,0.0
Mike Gesicki,31012,Cin,TE,,Sun 1:00 pm @ Pit,FA,1,6,5.25,183,238,8%,-,-,-,-,-,-,3.8,2.5,29.2,0.2,-,0.0,0.0
Terrance Ferguson,41831,LAR,TE,Q,Sun 8:20 pm @ Den,FA,1,11,4.68,132,255,21%,-,-,-,-,-,-,3.3,1.9,25.8,0.2,-,0.0,0.0
Evan Engram,30136,Den,TE,,Sun 8:20 pm vs LAR,FA,1,10,4.59,207,258,3%,-,-,-,0.0,0.1,-,3.9,2.7,24.4,0.1,-,0.0,0.0
Chig Okonkwo,34099,Was,TE,Q,Sun 1:00 pm vs Sea,FA,1,7,4.52,173,260,23%,-,-,-,-,-,-,3.8,2.7,23.8,0.1,-,0.0,0.0
Colby Parkinson,32803,LAR,TE,Q,Sun 8:20 pm @ Den,FA,1,11,3.73,236,277,1%,-,-,-,-,-,-,2.8,1.8,17.6,0.2,-,0.0,0.0
Dawson Knox,31928,Buf,TE,,Sun 1:00 pm vs LAC,FA,1,7,3.60,331,282,1%,-,-,-,-,-,-,2.3,1.6,17.7,0.2,-,0.0,0.0
Michael Mayer,40065,LV,TE,,Sun 4:25 pm @ NO,FA,1,13,3.57,237,283,15%,-,-,-,-,-,-,3.3,2.2,19.0,0.1,-,0.0,0.0
Darnell Washington,40094,Pit,TE,,Sun 1:00 pm vs Cin,FA,1,9,3.13,"2,068",291,1%,-,-,-,-,-,-,2.3,1.5,17.3,0.1,-,0.0,0.0
Elijah Arroyo,41835,Sea,TE,,Sun 1:00 pm @ Was,FA,1,11,2.96,"2,243",293,0%,-,-,-,-,-,-,1.5,1.3,16.8,0.1,-,0.0,0.0
Zach Ertz,26658,Phi,TE,NA,Mon 8:15 pm @ Chi,FA,1,10,2.77,321,298,1%,-,-,-,-,-,-,2.1,1.5,15.0,0.1,-,0.0,0.0
Theo Johnson,41003,NYG,TE,,Sun 1:00 pm vs Ten,FA,1,8,2.68,325,301,0%,-,-,-,-,-,-,1.8,1.3,15.5,0.1,-,0.0,0.0
Johnny Mundt,30373,Phi,TE,,Mon 8:15 pm @ Chi,FA,1,10,2.65,"2,503",302,0%,-,-,-,-,-,-,1.8,1.5,16.0,0.1,-,0.0,0.0
Cole Kmet,32713,Chi,TE,,Mon 8:15 pm vs Phi,FA,1,10,2.64,340,303,1%,-,-,-,-,-,-,2.1,1.4,14.0,0.1,-,0.0,0.0
Erick All Jr.,40989,Cin,TE,,Sun 1:00 pm @ Pit,FA,1,6,2.63,"2,125",306,0%,-,-,-,-,-,-,1.7,1.6,13.9,0.1,-,0.0,0.0
Noah Gray,33550,KC,TE,,Sun 1:00 pm @ Mia,FA,1,5,2.44,"2,115",308,0%,-,-,-,-,-,-,1.7,1.3,12.5,0.1,-,0.0,0.0
Noah Fant,31852,NO,TE,,Sun 4:25 pm vs LV,FA,1,8,2.41,323,310,0%,-,-,-,-,-,-,2.1,1.3,12.3,0.1,-,0.0,0.0
Tommy Tremble,33471,Car,TE,,Sun 1:00 pm @ Cle,FA,1,5,2.28,"2,071",316,0%,-,-,-,-,-,-,2.1,1.3,10.9,0.1,-,0.0,0.0
Will Kacmarek,42709,Mia,TE,,Sun 1:00 pm vs KC,FA,1,6,2.22,"2,278",321,0%,-,-,-,-,-,-,1.8,1.3,11.9,0.1,-,0.0,0.0
Jonnu Smith,30213,GB,TE,,Thu 8:15 pm vs Atl,FA,1,11,2.20,326,322,0%,-,-,-,0.0,0.2,0.0,1.6,1.3,10.9,0.1,-,0.0,0.0
Eli Raridon,42717,NE,TE,Q,Sun 1:00 pm @ Jax,FA,1,11,2.18,"2,093",324,0%,-,-,-,-,-,-,1.1,1.0,11.5,0.1,-,0.0,0.0
Josh Oliver,31901,Min,TE,,Sun 4:05 pm @ TB,FA,1,6,2.16,"2,046",325,0%,-,-,-,-,-,-,1.4,1.1,11.5,0.1,-,0.0,0.0
Foster Moreau,31969,Hou,TE,,Sun 1:00 pm @ Ind,FA,1,8,2.16,"2,121",326,0%,-,-,-,-,-,-,1.8,1.1,11.7,0.1,-,0.0,0.0
Austin Hooper,29315,Atl,TE,,Thu 8:15 pm @ GB,FA,1,11,2.02,"2,050",331,0%,-,-,-,-,-,-,1.7,1.1,11.1,0.1,-,0.0,0.0
Jeremy Ruckert,34057,NYJ,TE,,Sun 1:00 pm @ Det,FA,1,13,2.01,"2,265",332,0%,-,-,-,-,-,-,1.6,1.2,10.1,0.1,-,0.0,0.0
Durham Smythe,31093,Bal,TE,,Sun 4:25 pm @ Dal,FA,1,13,1.93,"2,695",338,0%,-,-,-,-,-,-,1.3,1.0,10.2,0.1,-,0.0,0.0
Drew Sample,31884,Cin,TE,,Sun 1:00 pm @ Pit,FA,1,6,1.91,"2,124",339,0%,-,-,-,0.0,0.1,0.0,1.4,1.1,9.8,0.1,-,0.0,0.0
Daniel Bellinger,34068,Ten,TE,,Sun 1:00 pm @ NYG,FA,1,9,1.87,"2,089",340,0%,-,-,-,-,-,-,1.2,0.9,10.7,0.1,-,0.0,0.0
Luke Farrell,33533,SF,TE,,Sun 4:05 pm vs Ari,FA,1,8,1.78,"2,515",344,0%,-,-,-,-,-,-,1.2,1.0,8.7,0.1,-,0.0,0.0
Matt Hibner,42755,Bal,TE,,Sun 4:25 pm @ Dal,FA,1,13,1.73,"2,246",347,0%,-,-,-,-,-,-,0.9,0.8,9.4,0.1,-,0.0,0.0
Marlin Klein,42681,Hou,TE,,Sun 1:00 pm @ Ind,FA,1,8,1.63,"2,238",349,0%,-,-,-,-,-,-,0.8,0.8,9.4,0.1,-,0.0,0.0
Adam Trautman,32775,Den,TE,,Sun 8:20 pm vs LAR,FA,1,10,1.63,"2,091",351,0%,-,-,-,-,-,-,1.3,0.9,8.8,0.0,-,0.0,0.0
Nate Adkins,40702,Den,TE,,Sun 8:20 pm vs LAR,FA,1,10,1.62,"2,096",353,0%,-,-,-,0.1,0.4,0.0,1.2,0.8,7.7,0.1,-,0.0,0.0
Mitchell Evans,41949,Car,TE,,Sun 1:00 pm @ Cle,FA,1,5,1.56,"2,103",356,0%,-,-,-,0.0,0.1,0.0,1.2,0.8,7.8,0.1,-,0.0,0.0
Tyler Higbee,29344,LAR,TE,,Sun 8:20 pm @ Den,FA,1,11,1.50,336,359,0%,-,-,-,-,-,-,1.0,0.8,8.0,0.1,-,0.0,0.0
Oscar Delp,42695,NO,TE,,Sun 4:25 pm vs LV,FA,1,8,1.47,"2,262",361,0%,-,-,-,-,-,-,0.8,0.8,7.5,0.1,-,0.0,0.0
Ben Sinnott,40931,Was,TE,,Sun 1:00 pm vs Sea,FA,1,7,1.44,"2,116",363,0%,-,-,-,0.0,0.1,-,1.1,0.9,7.3,0.0,-,0.0,0.0
Blake Whiteheart,40433,Cle,TE,,Sun 1:00 pm vs Car,FA,1,11,1.42,"2,636",365,0%,-,-,-,-,-,-,1.0,0.7,6.9,0.1,-,0.0,0.0
Elijah Higgins,40226,Ari,TE,,Sun 4:05 pm @ SF,FA,1,14,1.41,"2,257",367,0%,-,-,-,-,-,-,0.9,0.8,7.5,0.0,-,0.0,0.0
Sam Roush,42691,Chi,TE,,Mon 8:15 pm vs Phi,FA,1,10,1.30,"2,258",375,0%,-,-,-,-,-,-,0.9,0.7,7.3,0.0,-,0.0,0.0
Luke Schoonmaker,40061,Dal,TE,,Sun 4:25 pm vs Bal,FA,1,14,1.27,"2,494",377,0%,-,-,-,-,-,-,1.0,0.7,7.2,0.0,-,0.0,0.0
John Bates,33512,Was,TE,,Sun 1:00 pm vs Sea,FA,1,7,1.24,"2,275",379,0%,-,-,-,-,-,-,1.0,0.8,6.3,0.0,-,0.0,0.0
Jackson Hawes,41959,Buf,TE,,Sun 1:00 pm vs LAC,FA,1,7,1.22,"2,084",380,0%,-,-,-,-,-,-,0.8,0.6,6.5,0.0,-,0.0,0.0
Brevyn Spann-Ford,41371,Dal,TE,,Sun 4:25 pm vs Bal,FA,1,14,1.20,"2,645",381,0%,-,-,-,-,-,-,0.9,0.6,6.7,0.0,-,0.0,0.0
Nate Boerkircher,42678,Jax,TE,,Sun 1:00 pm vs NE,FA,1,7,1.19,"2,274",383,0%,-,-,-,-,-,-,0.9,0.6,6.2,0.0,-,0.0,0.0
Brock Wright,33774,Det,TE,,Sun 1:00 pm vs NYJ,FA,1,6,1.17,"2,066",385,0%,-,-,-,-,-,-,0.8,0.7,5.5,0.0,-,0.0,0.0
Davis Allen,40164,LAR,TE,,Sun 8:20 pm @ Den,FA,1,11,0.98,"2,106",394,0%,-,-,-,-,-,-,0.8,0.6,5.1,0.0,-,0.0,0.0
Jelani Woods,34029,NYJ,TE,,Sun 1:00 pm @ Det,FA,1,13,0.95,"2,211",396,0%,-,-,-,-,-,-,0.5,0.5,5.1,0.0,-,0.0,0.0
Mo Alie-Cox,30112,Ind,TE,,Sun 1:00 pm vs Hou,FA,1,13,0.93,"2,253",397,0%,-,-,-,-,-,-,0.7,0.5,4.8,0.0,-,0.0,0.0
Quintin Morris,33819,Jax,TE,,Sun 1:00 pm vs NE,FA,1,7,0.84,"2,646",404,0%,-,-,-,-,-,-,0.6,0.4,4.2,0.0,-,0.0,0.0
E.J. Jenkins,40550,Phi,TE,,Mon 8:15 pm @ Chi,FA,1,10,0.82,"2,153",406,0%,-,-,-,-,-,-,0.6,0.4,4.3,0.0,-,0.0,0.0
Max Klare,42683,LAR,TE,,Sun 8:20 pm @ Den,FA,1,11,0.78,"2,178",409,0%,-,-,-,-,-,-,0.3,0.5,3.9,0.0,-,0.0,0.0
Tanner Koziol,42797,Jax,TE,,Sun 1:00 pm vs NE,FA,1,7,0.73,"2,155",413,0%,-,-,-,-,-,-,0.4,0.4,3.9,0.0,-,0.0,0.0
Charlie Woerner,32860,Atl,TE,,Thu 8:15 pm @ GB,FA,1,11,0.72,"2,683",415,0%,-,-,-,-,-,-,0.6,0.4,3.6,0.0,-,0.0,0.0
Hunter Long,33469,Ari,TE,,Sun 4:05 pm @ SF,FA,-,14,0.68,"2,102",420,0%,-,-,-,-,-,-,0.5,0.3,3.1,0.0,-,0.0,0.0
Cade Stover,40987,Hou,TE,,Sun 1:00 pm @ Ind,FA,1,8,0.60,"2,512",426,0%,-,-,-,0.2,0.6,0.0,0.3,0.2,2.3,0.0,-,0.0,0.0
Josh Cuevas,42782,Bal,TE,,Sun 4:25 pm @ Dal,FA,1,13,0.59,"2,136",428,0%,-,-,-,-,-,-,0.4,0.3,3.2,0.0,-,0.0,0.0
Drew Ogletree,34148,Ind,TE,,Sun 1:00 pm vs Hou,FA,1,13,0.55,"2,679",432,0%,-,-,-,-,-,-,0.4,0.3,3.0,0.0,-,0.0,0.0
Eric Saubert,30287,Sea,TE,,Sun 1:00 pm @ Was,FA,1,11,0.49,"2,715",434,0%,-,-,-,-,-,-,0.3,0.2,2.1,0.0,-,0.0,0.0
Jake Briningstool,42117,KC,TE,,Sun 1:00 pm @ Mia,FA,1,5,0.44,"2,259",437,0%,-,-,-,-,-,-,0.3,0.2,2.3,0.0,-,-,0.0
Josh Whyle,40182,GB,TE,,Thu 8:15 pm vs Atl,FA,1,11,0.34,"2,251",443,0%,-,-,-,-,-,-,0.2,0.2,1.6,0.0,-,0.0,0.0
Ian Thomas,31071,LV,TE,,Sun 4:25 pm @ NO,FA,1,13,0.32,"2,264",450,0%,-,-,-,-,-,-,0.3,0.2,1.6,0.0,-,0.0,0.0
Chris Manhertz,28365,NYG,TE,,Sun 1:00 pm vs Ten,FA,1,8,0.23,"2,250",457,0%,-,-,-,-,-,-,0.2,0.1,1.2,0.0,-,0.0,0.0
Justin Joly,42764,Mia,TE,,Sun 1:00 pm vs KC,FA,1,6,0.20,"2,145",459,0%,-,-,-,-,-,-,0.1,0.1,1.1,0.0,-,0.0,0.0
Tyler Conklin,31127,Det,TE,,Sun 1:00 pm vs NYJ,FA,1,6,0.20,"2,094",460,0%,-,-,-,-,-,-,0.1,0.1,1.1,0.0,-,0.0,0.0
Seydou Traore,42790,Mia,TE,,Sun 1:00 pm vs KC,FA,1,6,0.19,"2,228",462,0%,-,-,-,-,-,-,0.1,0.1,1.0,0.0,-,0.0,0.0
