Player,Player ID,Team,Positions,Injury,Game,Roster Status,GP*,Bye,Fantasy Fan Pts,Rankings Pre-Season,Rankings Actual,Trends % Ros,Passing Yds,Passing TD,Passing Int,Rushing Att*,Rushing Yds,Rushing TD,Receiving Tgt*,Receiving Rec,Receiving Yds,Receiving TD,Ret TD,Misc 2PT,Fum Lost
DJ Turner,33813,LV,WR,NA,Sun 4:25 pm @ NO,FA,-,13,0.00,"2,491",799,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tarik Black,33797,Det,WR,NA,Sun 1:00 pm vs NYJ,FA,-,6,0.00,"2,447",795,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Austin Trammell,33745,Jax,WR,NA,Sun 1:00 pm vs NE,FA,-,7,0.00,"2,712",785,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Kristian Wilkerson,33349,Atl,WR,NA,Thu 8:15 pm @ GB,FA,-,11,0.00,"2,441",725,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Nick Westbrook-Ikhine,33348,Ind,WR,NA,Sun 1:00 pm vs Hou,FA,-,13,0.00,"2,509",724,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jayden Reed,40063,GB,WR,O,Thu 8:15 pm vs Atl,Locked In Michelle,-,11,0.00,201,835,67%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jalen Virgil,34579,Ari,WR,NA,Sun 4:05 pm @ SF,FA,-,14,0.00,"2,316","1,085",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Quez Watkins,32870,Phi,WR,NA,Mon 8:15 pm @ Chi,FA,-,10,0.00,"2,364",535,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
James Proche II,32871,Ten,WR,NA,Sun 1:00 pm @ NYG,FA,-,9,0.00,"2,722",537,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Isaiah Hodgins,32877,Pit,WR,NA,Sun 1:00 pm vs Cin,FA,-,9,0.00,"2,260",544,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Andre Baccellia,32943,Ari,WR,NA,Sun 4:05 pm @ SF,FA,-,14,0.00,"2,729",586,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Maurice Alexander,34712,Chi,WR,NA,Mon 8:15 pm vs Phi,FA,-,10,0.00,"2,341","1,136",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Dan Chisena,33023,Car,WR,NA,Sun 1:00 pm @ Cle,FA,-,5,0.00,"2,521",612,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Dennis Houston,34592,TB,WR,NA,Sun 4:05 pm vs Min,FA,-,10,0.00,"2,456","1,088",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Brandon Johnson,34571,Pit,WR,NA,Sun 1:00 pm vs Cin,FA,-,9,0.00,"2,379","1,083",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Michael Woods II,34158,Den,WR,NA,Sun 8:20 pm vs LAR,FA,-,10,0.00,"2,506",961,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Kaden Davis,34569,Chi,WR,NA,Mon 8:15 pm vs Phi,FA,-,10,0.00,"2,631","1,082",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Deven Thompkins,34520,LV,WR,NA,Sun 4:25 pm @ NO,FA,-,13,0.00,"2,741","1,077",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Kendric Pryor,34476,Cin,WR,NA,Sun 1:00 pm @ Pit,FA,-,6,0.00,"2,415","1,060",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Irv Charles,34356,Sea,WR,IR-R,Sun 1:00 pm @ Was,FA,-,11,0.00,"2,634","1,031",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Lance McCutcheon,34330,Ten,WR,NA,Sun 1:00 pm @ NYG,FA,-,9,0.00,"2,453","1,022",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Kevin Austin Jr.,34242,NO,WR,NA,Sun 4:25 pm vs LV,FA,-,8,0.00,"2,077",990,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Samori Toure,34214,Phi,WR,NA,Mon 8:15 pm @ Chi,FA,-,10,0.00,"2,340",982,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Scotty Miller,32040,Chi,WR,NA,Mon 8:15 pm vs Phi,FA,-,10,0.00,"2,647",929,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Juwann Winfree,32019,Hou,WR,NA,Sun 1:00 pm @ Ind,FA,-,8,0.00,"2,301",913,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Cam Camper,42212,NYJ,WR,NA,Sun 1:00 pm @ Det,FA,-,13,0.00,"2,473",884,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Kaden Prather,42020,GB,WR,NA,Thu 8:15 pm vs Atl,FA,-,11,0.00,"2,480",805,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Hal Presley III,42060,KC,WR,NA,Sun 1:00 pm @ Mia,FA,-,5,0.00,"2,358",815,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jordan Moore,42057,Cin,WR,NA,Sun 1:00 pm @ Pit,FA,-,6,0.00,"2,475",814,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
JP Richardson,42047,Chi,WR,NA,Mon 8:15 pm vs Phi,FA,-,10,0.00,"2,321",813,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Dominic Lovett,42043,Det,WR,NA,Sun 1:00 pm vs NYJ,FA,-,6,0.00,"2,437",811,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Ricky White III,42042,Sea,WR,NA,Sun 1:00 pm @ Was,FA,-,11,0.00,"2,418",810,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Junior Bergen,42032,NYJ,WR,NA,Sun 1:00 pm @ Det,FA,-,13,0.00,"2,315",807,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
David Moore,30339,Car,WR,NA,Sun 1:00 pm @ Cle,FA,-,5,0.00,"2,267","1,052",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Courtney Jackson,42071,Ten,WR,NA,Sun 1:00 pm @ NYG,FA,-,9,0.00,"2,298",819,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jimmy Horn Jr.,41999,Cle,WR,NA,Sun 1:00 pm vs Car,FA,-,11,0.00,"2,716",798,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Noah Brown,30352,LV,WR,NA,Sun 4:25 pm @ NO,FA,-,13,0.00,"2,239","1,055",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
KeAndre Lambert-Smith,41944,LAC,WR,IR,Sun 1:00 pm @ Buf,FA,-,7,0.00,"2,671",786,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tim Patrick,30511,NYJ,WR,IR,Sun 1:00 pm @ Det,FA,-,13,0.00,"2,107","1,092",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Arian Smith,41896,NYJ,WR,IR,Sun 1:00 pm @ Det,FA,-,13,0.00,"2,750",775,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Dont'e Thornton Jr.,41892,LV,WR,IR,Sun 4:25 pm @ NO,FA,-,13,0.00,"2,660",774,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
River Cracraft,30955,Was,WR,NA,Sun 1:00 pm vs Sea,FA,-,7,0.00,"2,504",605,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Brandon Smith,33710,Pit,WR,NA,Sun 1:00 pm vs Cin,FA,-,9,0.00,"2,427",779,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Joaquin Davis,42072,Pit,WR,NA,Sun 1:00 pm vs Cin,FA,-,9,0.00,"2,422",820,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Christian Kirk,31017,SF,WR,IR-R,Sun 4:05 pm vs Ari,FA,-,8,0.00,294,629,1%,-,-,-,-,-,-,-,-,-,-,-,-,-
Andrew Armstrong,42162,KC,WR,NA,Sun 1:00 pm @ Mia,FA,-,5,0.00,"2,332",855,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Chandler Brayboy,42210,NE,WR,NA,Sun 1:00 pm @ Jax,FA,-,11,0.00,"2,370",883,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Da'Quan Felton,42201,NYJ,WR,NA,Sun 1:00 pm @ Det,FA,-,13,0.00,"2,476",877,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Dalen Cambre,42200,NYG,WR,NA,Sun 1:00 pm vs Ten,FA,-,8,0.00,"2,431",876,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Beaux Collins,42194,Atl,WR,IR-R,Thu 8:15 pm @ GB,FA,-,11,0.00,"2,719",873,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Quincy Skinner Jr.,42187,GB,WR,NA,Thu 8:15 pm vs Atl,FA,-,11,0.00,"2,446",869,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Nick Nash,42185,Was,WR,NA,Sun 1:00 pm vs Sea,FA,-,7,0.00,"2,346",866,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
AJ Henning,42163,Mia,WR,NA,Sun 1:00 pm vs KC,FA,-,6,0.00,"2,397",856,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Theo Wease Jr.,42161,LAC,WR,NA,Sun 1:00 pm @ Buf,FA,-,7,0.00,"2,481",854,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Will Sheppard,42089,Mia,WR,NA,Sun 1:00 pm vs KC,FA,-,6,0.00,"2,377",827,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Traeshon Holden,42151,Dal,WR,NA,Sun 4:25 pm vs Bal,FA,-,14,0.00,"2,461",852,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Josh Kelly,42150,Hou,WR,NA,Sun 1:00 pm @ Ind,FA,-,8,0.00,"2,306",851,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Coleman Owen,42130,Ind,WR,NA,Sun 1:00 pm vs Hou,FA,-,13,0.00,"2,391",846,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Mac Dalena,42107,Buf,WR,NA,Sun 1:00 pm vs LAC,FA,-,7,0.00,"2,334",834,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Luke Grimm,42104,LAC,WR,NA,Sun 1:00 pm @ Buf,FA,-,7,0.00,"2,470",833,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Bryson Green,42100,Ari,WR,NA,Sun 4:05 pm @ SF,FA,-,14,0.00,"2,410",832,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Garrett Greene,42091,TB,WR,NA,Sun 4:05 pm vs Min,FA,-,10,0.00,"2,444",828,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Dante Pettis,31014,Buf,WR,NA,Sun 1:00 pm vs LAC,FA,-,7,0.00,"2,641",628,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Justin Watson,31114,Hou,WR,NA,Sun 1:00 pm @ Ind,FA,-,8,0.00,"2,485",669,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Hunter Renfrow,31981,Car,WR,NA,Sun 1:00 pm @ Cle,FA,-,5,0.00,"2,076",892,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Casey Washington,41074,Car,WR,NA,Sun 1:00 pm @ Cle,FA,-,5,0.00,"2,510",546,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tahj Washington,41104,Mia,WR,NA,Sun 1:00 pm vs KC,FA,-,6,0.00,"2,452",566,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Cornelius Johnson,41099,Bal,WR,NA,Sun 4:25 pm @ Dal,FA,-,13,0.00,"2,433",561,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Brenden Rice,41098,LV,WR,NA,Sun 4:25 pm @ NO,FA,-,13,0.00,"2,477",559,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
A.J. Brown,31883,NE,WR,IR,Sun 1:00 pm @ Jax,Monday Night Madison,-,11,0.00,73,840,97%,-,-,-,-,-,-,-,-,-,-,-,-,-
Johnny Wilson,41089,Phi,WR,IR,Mon 8:15 pm @ Chi,FA,-,10,0.00,"2,523",555,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Mecole Hardman Jr.,31888,Buf,WR,NA,Sun 1:00 pm vs LAC,FA,-,7,0.00,"2,499",845,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tejhaun Palmer,41079,NE,WR,NA,Sun 1:00 pm @ Jax,FA,-,11,0.00,"2,325",548,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jha'Quan Jackson,41065,Hou,WR,NA,Sun 1:00 pm @ Ind,FA,-,8,0.00,"2,640",540,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Mason Tipton,41188,NO,WR,PUP-R,Sun 4:25 pm vs LV,FA,-,8,0.00,"2,669",600,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Parris Campbell,31891,Dal,WR,NA,Sun 4:25 pm vs Bal,FA,-,14,0.00,"2,492",847,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Anthony Gould,41046,Ind,WR,NA,Sun 1:00 pm vs Hou,FA,-,13,0.00,"2,786",528,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Bub Means,41045,Cle,WR,NA,Sun 1:00 pm vs Car,FA,-,11,0.00,"2,244",527,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Ainias Smith,41030,Car,WR,NA,Sun 1:00 pm @ Cle,FA,-,5,0.00,"2,282",518,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jamari Thrash,41016,Cle,WR,NA,Sun 1:00 pm vs Car,FA,-,11,0.00,"2,682",511,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Hakeem Butler,31935,Den,WR,NA,Sun 8:20 pm vs LAR,FA,-,10,0.00,"2,466",863,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Gary Jennings,31952,LAC,WR,NA,Sun 1:00 pm @ Buf,FA,-,7,0.00,"2,331",872,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
John Rhys Plumlee,41135,Pit,WR,NA,Sun 1:00 pm vs Cin,FA,-,9,0.00,"2,343",585,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Xavier Weaver,41202,Ari,WR,NA,Sun 4:05 pm @ SF,FA,-,14,0.00,"2,673",607,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Savion Williams,41851,GB,WR,IR-R,Thu 8:15 pm vs Atl,FA,-,11,0.00,"2,655",771,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Julian Hicks,41451,Sea,WR,NA,Sun 1:00 pm @ Was,FA,-,11,0.00,"2,463",713,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Ray-Ray McCloud III,31157,Chi,WR,NA,Mon 8:15 pm vs Phi,FA,-,10,0.00,"2,284",693,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Cedrick Wilson Jr.,31178,Det,WR,NA,Sun 1:00 pm vs NYJ,FA,-,6,0.00,"2,718",703,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jayden Higgins,41819,Hou,WR,IR,Sun 1:00 pm @ Ind,FA,-,8,0.00,352,767,3%,-,-,-,-,-,-,-,-,-,-,-,-,-
Braxton Berrios,31180,NYG,WR,NA,Sun 1:00 pm vs Ten,FA,-,8,0.00,"2,742",705,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Trent Sherfield,31320,Buf,WR,NA,Sun 1:00 pm vs LAC,FA,-,7,0.00,"2,735",729,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
John Jiles,41687,NE,WR,NA,Sun 1:00 pm @ Jax,FA,-,11,0.00,"2,417",752,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Cole Burgess,41502,Pit,WR,IR,Sun 1:00 pm vs Cin,FA,-,9,0.00,"2,324",720,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Malik Turner,31777,SF,WR,NA,Sun 4:05 pm vs Ari,FA,-,8,0.00,"2,363",803,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jeshaun Jones,41205,Min,WR,SUSP,Sun 4:05 pm @ TB,FA,-,6,0.00,"2,381",608,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Joshua Cephus,41411,Jax,WR,NA,Sun 1:00 pm vs NE,FA,-,7,0.00,"2,406",698,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Lawrence Keys,41275,Buf,WR,NA,Sun 1:00 pm vs LAC,FA,-,7,0.00,"2,416",634,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Xavier Johnson,41274,Cin,WR,NA,Sun 1:00 pm @ Pit,FA,-,6,0.00,"2,329",633,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Dayton Wade,41262,Bal,WR,NA,Sun 4:25 pm @ Dal,FA,-,13,0.00,"2,460",632,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Bryce Oliver,41251,Hou,WR,NA,Sun 1:00 pm @ Ind,FA,-,8,0.00,"2,519",627,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
JaQuae Jackson,41231,LAC,WR,NA,Sun 1:00 pm @ Buf,FA,-,7,0.00,"2,413",618,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Isaiah Wooden,41226,LAC,WR,NA,Sun 1:00 pm @ Buf,FA,-,7,0.00,"2,467",617,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
DeAndre Hopkins,26650,Bal,WR,NA,Sun 4:25 pm @ Dal,FA,-,13,0.00,"2,092",499,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
